,Serial Number,Timestamp,deltaT,day,month,hour,date,year
3972,3973,2022-06-26 09:29:09-07:00,0 days 00:23:00,26,6,9,2022-06-26,2022
3971,3972,2022-06-26 09:29:16-07:00,0 days 00:00:07,26,6,9,2022-06-26,2022
3970,3971,2022-06-26 09:31:26-07:00,0 days 00:02:10,26,6,9,2022-06-26,2022
3969,3970,2022-06-26 09:32:01-07:00,0 days 00:00:35,26,6,9,2022-06-26,2022
3968,3969,2022-06-26 09:33:53-07:00,0 days 00:01:52,26,6,9,2022-06-26,2022
3967,3968,2022-06-26 09:43:24-07:00,0 days 00:09:31,26,6,9,2022-06-26,2022
3966,3967,2022-06-26 09:58:11-07:00,0 days 00:14:47,26,6,9,2022-06-26,2022
3965,3966,2022-06-26 10:01:13-07:00,0 days 00:03:02,26,6,10,2022-06-26,2022
3964,3965,2022-06-26 10:01:20-07:00,0 days 00:00:07,26,6,10,2022-06-26,2022
3963,3964,2022-06-26 21:22:10-07:00,0 days 11:20:50,26,6,21,2022-06-26,2022
3962,3963,2022-06-26 21:32:14-07:00,0 days 00:10:04,26,6,21,2022-06-26,2022
3961,3962,2022-06-26 21:32:20-07:00,0 days 00:00:06,26,6,21,2022-06-26,2022
3960,3961,2022-06-26 21:49:08-07:00,0 days 00:16:48,26,6,21,2022-06-26,2022
3959,3960,2022-06-26 21:49:24-07:00,0 days 00:00:16,26,6,21,2022-06-26,2022
3958,3959,2022-06-26 22:00:27-07:00,0 days 00:11:03,26,6,22,2022-06-26,2022
3957,3958,2022-06-26 22:00:42-07:00,0 days 00:00:15,26,6,22,2022-06-26,2022
3956,3957,2022-06-26 22:08:00-07:00,0 days 00:07:18,26,6,22,2022-06-26,2022
3955,3956,2022-06-26 22:08:58-07:00,0 days 00:00:58,26,6,22,2022-06-26,2022
3954,3955,2022-06-26 22:41:50-07:00,0 days 00:32:52,26,6,22,2022-06-26,2022
3953,3954,2022-06-26 22:41:56-07:00,0 days 00:00:06,26,6,22,2022-06-26,2022
3952,3953,2022-06-26 22:42:10-07:00,0 days 00:00:14,26,6,22,2022-06-26,2022
3951,3952,2022-06-26 22:49:55-07:00,0 days 00:07:45,26,6,22,2022-06-26,2022
3950,3951,2022-06-26 22:50:01-07:00,0 days 00:00:06,26,6,22,2022-06-26,2022
3949,3950,2022-06-27 06:38:46-07:00,0 days 07:48:45,27,6,6,2022-06-27,2022
3948,3949,2022-06-27 06:42:50-07:00,0 days 00:04:04,27,6,6,2022-06-27,2022
3947,3948,2022-06-27 06:58:19-07:00,0 days 00:15:29,27,6,6,2022-06-27,2022
3946,3947,2022-06-27 07:04:51-07:00,0 days 00:06:32,27,6,7,2022-06-27,2022
3945,3946,2022-06-28 03:08:45-07:00,0 days 20:03:54,28,6,3,2022-06-28,2022
3944,3945,2022-06-28 03:22:19-07:00,0 days 00:13:34,28,6,3,2022-06-28,2022
3943,3944,2022-06-28 03:22:25-07:00,0 days 00:00:06,28,6,3,2022-06-28,2022
3942,3943,2022-06-28 10:09:49-07:00,0 days 06:47:24,28,6,10,2022-06-28,2022
3941,3942,2022-06-28 10:09:56-07:00,0 days 00:00:07,28,6,10,2022-06-28,2022
3940,3941,2022-06-29 03:17:36-07:00,0 days 17:07:40,29,6,3,2022-06-29,2022
3939,3940,2022-06-29 03:18:14-07:00,0 days 00:00:38,29,6,3,2022-06-29,2022
3938,3939,2022-06-30 21:24:12-07:00,1 days 18:05:58,30,6,21,2022-06-30,2022
3937,3938,2022-06-30 21:24:13-07:00,0 days 00:00:01,30,6,21,2022-06-30,2022
3936,3937,2022-06-30 21:24:43-07:00,0 days 00:00:30,30,6,21,2022-06-30,2022
3935,3936,2022-07-01 11:14:24-07:00,0 days 13:49:41,1,7,11,2022-07-01,2022
3934,3935,2022-07-01 11:14:27-07:00,0 days 00:00:03,1,7,11,2022-07-01,2022
3933,3934,2022-07-02 11:13:41-07:00,0 days 23:59:14,2,7,11,2022-07-02,2022
3932,3933,2022-07-02 11:13:47-07:00,0 days 00:00:06,2,7,11,2022-07-02,2022
3931,3932,2022-07-02 23:29:02-07:00,0 days 12:15:15,2,7,23,2022-07-02,2022
3930,3931,2022-07-03 09:56:34-07:00,0 days 10:27:32,3,7,9,2022-07-03,2022
3929,3930,2022-07-03 09:56:55-07:00,0 days 00:00:21,3,7,9,2022-07-03,2022
3928,3929,2022-07-03 10:00:41-07:00,0 days 00:03:46,3,7,10,2022-07-03,2022
3927,3928,2022-07-03 10:02:23-07:00,0 days 00:01:42,3,7,10,2022-07-03,2022
3926,3927,2022-07-03 10:08:13-07:00,0 days 00:05:50,3,7,10,2022-07-03,2022
3925,3926,2022-07-03 10:08:17-07:00,0 days 00:00:04,3,7,10,2022-07-03,2022
3924,3925,2022-07-03 11:28:38-07:00,0 days 01:20:21,3,7,11,2022-07-03,2022
3923,3924,2022-07-03 11:28:41-07:00,0 days 00:00:03,3,7,11,2022-07-03,2022
3922,3923,2022-07-03 11:37:54-07:00,0 days 00:09:13,3,7,11,2022-07-03,2022
3921,3922,2022-07-03 11:38:01-07:00,0 days 00:00:07,3,7,11,2022-07-03,2022
3920,3921,2022-07-03 11:38:08-07:00,0 days 00:00:07,3,7,11,2022-07-03,2022
3919,3920,2022-07-04 06:53:51-07:00,0 days 19:15:43,4,7,6,2022-07-04,2022
3918,3919,2022-07-04 06:53:58-07:00,0 days 00:00:07,4,7,6,2022-07-04,2022
3917,3918,2022-07-04 11:49:49-07:00,0 days 04:55:51,4,7,11,2022-07-04,2022
3916,3917,2022-07-04 11:50:05-07:00,0 days 00:00:16,4,7,11,2022-07-04,2022
3915,3916,2022-07-04 11:50:10-07:00,0 days 00:00:05,4,7,11,2022-07-04,2022
3914,3915,2022-07-04 11:50:16-07:00,0 days 00:00:06,4,7,11,2022-07-04,2022
3913,3914,2022-07-04 11:55:42-07:00,0 days 00:05:26,4,7,11,2022-07-04,2022
3912,3913,2022-07-05 00:42:11-07:00,0 days 12:46:29,5,7,0,2022-07-05,2022
3911,3912,2022-07-05 00:42:15-07:00,0 days 00:00:04,5,7,0,2022-07-05,2022
3910,3911,2022-07-05 00:42:48-07:00,0 days 00:00:33,5,7,0,2022-07-05,2022
3909,3910,2022-07-07 06:47:21-07:00,2 days 06:04:33,7,7,6,2022-07-07,2022
3908,3909,2022-07-07 06:48:06-07:00,0 days 00:00:45,7,7,6,2022-07-07,2022
3907,3908,2022-07-14 08:49:45-07:00,7 days 02:01:39,14,7,8,2022-07-14,2022
3906,3907,2022-07-16 00:03:37-07:00,1 days 15:13:52,16,7,0,2022-07-16,2022
3905,3906,2022-07-16 00:03:44-07:00,0 days 00:00:07,16,7,0,2022-07-16,2022
3904,3905,2022-07-16 01:24:23-07:00,0 days 01:20:39,16,7,1,2022-07-16,2022
3903,3904,2022-07-16 01:24:39-07:00,0 days 00:00:16,16,7,1,2022-07-16,2022
3902,3903,2022-07-16 02:26:51-07:00,0 days 01:02:12,16,7,2,2022-07-16,2022
3901,3902,2022-07-16 02:27:13-07:00,0 days 00:00:22,16,7,2,2022-07-16,2022
3900,3901,2022-07-18 08:06:26-07:00,2 days 05:39:13,18,7,8,2022-07-18,2022
3899,3900,2022-07-18 18:46:54-07:00,0 days 10:40:28,18,7,18,2022-07-18,2022
3898,3899,2022-07-18 22:46:30-07:00,0 days 03:59:36,18,7,22,2022-07-18,2022
3897,3898,2022-07-18 22:47:11-07:00,0 days 00:00:41,18,7,22,2022-07-18,2022
3896,3897,2022-07-18 22:47:55-07:00,0 days 00:00:44,18,7,22,2022-07-18,2022
3895,3896,2022-07-18 22:48:01-07:00,0 days 00:00:06,18,7,22,2022-07-18,2022
3894,3895,2022-07-19 06:54:50-07:00,0 days 08:06:49,19,7,6,2022-07-19,2022
3893,3894,2022-07-19 06:55:16-07:00,0 days 00:00:26,19,7,6,2022-07-19,2022
3892,3893,2022-07-19 07:00:58-07:00,0 days 00:05:42,19,7,7,2022-07-19,2022
3891,3892,2022-07-19 07:06:24-07:00,0 days 00:05:26,19,7,7,2022-07-19,2022
3890,3891,2022-07-19 07:06:40-07:00,0 days 00:00:16,19,7,7,2022-07-19,2022
3889,3890,2022-07-19 07:29:40-07:00,0 days 00:23:00,19,7,7,2022-07-19,2022
3888,3889,2022-07-19 07:29:48-07:00,0 days 00:00:08,19,7,7,2022-07-19,2022
3887,3888,2022-07-19 07:29:54-07:00,0 days 00:00:06,19,7,7,2022-07-19,2022
3886,3887,2022-07-19 07:36:49-07:00,0 days 00:06:55,19,7,7,2022-07-19,2022
3885,3886,2022-07-19 07:40:58-07:00,0 days 00:04:09,19,7,7,2022-07-19,2022
3884,3885,2022-07-19 07:46:55-07:00,0 days 00:05:57,19,7,7,2022-07-19,2022
3883,3884,2022-07-19 09:00:05-07:00,0 days 01:13:10,19,7,9,2022-07-19,2022
3882,3883,2022-07-19 09:06:23-07:00,0 days 00:06:18,19,7,9,2022-07-19,2022
3881,3882,2022-07-19 09:06:39-07:00,0 days 00:00:16,19,7,9,2022-07-19,2022
3880,3881,2022-07-19 09:13:38-07:00,0 days 00:06:59,19,7,9,2022-07-19,2022
3879,3880,2022-07-19 09:15:19-07:00,0 days 00:01:41,19,7,9,2022-07-19,2022
3878,3879,2022-07-19 09:15:59-07:00,0 days 00:00:40,19,7,9,2022-07-19,2022
3877,3878,2022-07-19 09:20:55-07:00,0 days 00:04:56,19,7,9,2022-07-19,2022
3876,3877,2022-07-19 09:20:56-07:00,0 days 00:00:01,19,7,9,2022-07-19,2022
3875,3876,2022-07-19 09:21:23-07:00,0 days 00:00:27,19,7,9,2022-07-19,2022
3874,3875,2022-07-19 09:26:10-07:00,0 days 00:04:47,19,7,9,2022-07-19,2022
3873,3874,2022-07-19 09:30:27-07:00,0 days 00:04:17,19,7,9,2022-07-19,2022
3872,3873,2022-07-19 10:02:24-07:00,0 days 00:31:57,19,7,10,2022-07-19,2022
3871,3872,2022-07-19 10:02:32-07:00,0 days 00:00:08,19,7,10,2022-07-19,2022
3870,3871,2022-07-19 10:02:43-07:00,0 days 00:00:11,19,7,10,2022-07-19,2022
3869,3870,2022-07-20 09:19:57-07:00,0 days 23:17:14,20,7,9,2022-07-20,2022
3868,3869,2022-07-20 09:20:07-07:00,0 days 00:00:10,20,7,9,2022-07-20,2022
3867,3868,2022-07-23 09:28:23-07:00,3 days 00:08:16,23,7,9,2022-07-23,2022
3866,3867,2022-07-23 14:47:25-07:00,0 days 05:19:02,23,7,14,2022-07-23,2022
3865,3866,2022-07-23 14:47:32-07:00,0 days 00:00:07,23,7,14,2022-07-23,2022
3864,3865,2022-07-23 14:49:47-07:00,0 days 00:02:15,23,7,14,2022-07-23,2022
3863,3864,2022-07-23 14:49:54-07:00,0 days 00:00:07,23,7,14,2022-07-23,2022
3862,3863,2022-07-23 14:57:32-07:00,0 days 00:07:38,23,7,14,2022-07-23,2022
3861,3862,2022-07-23 14:57:55-07:00,0 days 00:00:23,23,7,14,2022-07-23,2022
3860,3861,2022-07-23 15:11:41-07:00,0 days 00:13:46,23,7,15,2022-07-23,2022
3859,3860,2022-07-23 15:11:47-07:00,0 days 00:00:06,23,7,15,2022-07-23,2022
3858,3859,2022-07-24 12:37:27-07:00,0 days 21:25:40,24,7,12,2022-07-24,2022
3857,3858,2022-07-24 23:17:59-07:00,0 days 10:40:32,24,7,23,2022-07-24,2022
3856,3857,2022-07-25 01:10:39-07:00,0 days 01:52:40,25,7,1,2022-07-25,2022
3855,3856,2022-07-25 01:10:43-07:00,0 days 00:00:04,25,7,1,2022-07-25,2022
3854,3855,2022-07-25 01:10:50-07:00,0 days 00:00:07,25,7,1,2022-07-25,2022
3853,3854,2022-07-26 07:52:37-07:00,1 days 06:41:47,26,7,7,2022-07-26,2022
3852,3853,2022-07-26 09:42:53-07:00,0 days 01:50:16,26,7,9,2022-07-26,2022
3851,3852,2022-07-26 09:42:58-07:00,0 days 00:00:05,26,7,9,2022-07-26,2022
3850,3851,2022-07-26 10:32:56-07:00,0 days 00:49:58,26,7,10,2022-07-26,2022
3849,3850,2022-07-27 07:21:07-07:00,0 days 20:48:11,27,7,7,2022-07-27,2022
3848,3849,2022-07-27 07:21:37-07:00,0 days 00:00:30,27,7,7,2022-07-27,2022
3847,3848,2022-07-27 07:21:52-07:00,0 days 00:00:15,27,7,7,2022-07-27,2022
3846,3847,2022-07-27 07:24:47-07:00,0 days 00:02:55,27,7,7,2022-07-27,2022
3845,3846,2022-07-27 07:26:12-07:00,0 days 00:01:25,27,7,7,2022-07-27,2022
3844,3845,2022-07-27 07:31:12-07:00,0 days 00:05:00,27,7,7,2022-07-27,2022
3843,3844,2022-07-27 09:08:59-07:00,0 days 01:37:47,27,7,9,2022-07-27,2022
3842,3843,2022-07-27 09:11:39-07:00,0 days 00:02:40,27,7,9,2022-07-27,2022
3841,3842,2022-07-27 09:11:45-07:00,0 days 00:00:06,27,7,9,2022-07-27,2022
3840,3841,2022-07-27 09:28:01-07:00,0 days 00:16:16,27,7,9,2022-07-27,2022
3839,3840,2022-07-27 09:28:23-07:00,0 days 00:00:22,27,7,9,2022-07-27,2022
3838,3839,2022-07-27 09:28:27-07:00,0 days 00:00:04,27,7,9,2022-07-27,2022
3837,3838,2022-07-27 09:32:13-07:00,0 days 00:03:46,27,7,9,2022-07-27,2022
3836,3837,2022-07-27 09:32:19-07:00,0 days 00:00:06,27,7,9,2022-07-27,2022
3835,3836,2022-07-27 09:58:22-07:00,0 days 00:26:03,27,7,9,2022-07-27,2022
3834,3835,2022-07-27 09:58:26-07:00,0 days 00:00:04,27,7,9,2022-07-27,2022
3833,3834,2022-07-27 10:25:01-07:00,0 days 00:26:35,27,7,10,2022-07-27,2022
3832,3833,2022-07-28 08:46:12-07:00,0 days 22:21:11,28,7,8,2022-07-28,2022
3831,3832,2022-07-28 08:54:17-07:00,0 days 00:08:05,28,7,8,2022-07-28,2022
3830,3831,2022-07-28 08:54:35-07:00,0 days 00:00:18,28,7,8,2022-07-28,2022
3829,3830,2022-07-28 08:54:42-07:00,0 days 00:00:07,28,7,8,2022-07-28,2022
3828,3829,2022-07-28 09:16:27-07:00,0 days 00:21:45,28,7,9,2022-07-28,2022
3827,3828,2022-07-28 09:16:37-07:00,0 days 00:00:10,28,7,9,2022-07-28,2022
3826,3827,2022-07-28 09:19:08-07:00,0 days 00:02:31,28,7,9,2022-07-28,2022
3825,3826,2022-07-28 09:19:29-07:00,0 days 00:00:21,28,7,9,2022-07-28,2022
3824,3825,2022-07-28 09:53:24-07:00,0 days 00:33:55,28,7,9,2022-07-28,2022
3823,3824,2022-07-28 10:14:28-07:00,0 days 00:21:04,28,7,10,2022-07-28,2022
3822,3823,2022-07-29 00:04:59-07:00,0 days 13:50:31,29,7,0,2022-07-29,2022
3821,3822,2022-07-29 00:05:06-07:00,0 days 00:00:07,29,7,0,2022-07-29,2022
3820,3821,2022-07-29 00:05:14-07:00,0 days 00:00:08,29,7,0,2022-07-29,2022
3819,3820,2022-07-31 01:49:28-07:00,2 days 01:44:14,31,7,1,2022-07-31,2022
3818,3819,2022-07-31 01:49:35-07:00,0 days 00:00:07,31,7,1,2022-07-31,2022
3817,3818,2022-08-02 22:52:05-07:00,2 days 21:02:30,2,8,22,2022-08-02,2022
3816,3817,2022-08-04 22:43:31-07:00,1 days 23:51:26,4,8,22,2022-08-04,2022
3815,3816,2022-08-04 22:43:49-07:00,0 days 00:00:18,4,8,22,2022-08-04,2022
3814,3815,2022-08-10 20:17:36-07:00,5 days 21:33:47,10,8,20,2022-08-10,2022
3813,3814,2022-08-10 20:20:34-07:00,0 days 00:02:58,10,8,20,2022-08-10,2022
3812,3813,2022-08-10 21:22:35-07:00,0 days 01:02:01,10,8,21,2022-08-10,2022
3811,3812,2022-08-10 21:22:41-07:00,0 days 00:00:06,10,8,21,2022-08-10,2022
3810,3811,2022-08-11 09:17:54-07:00,0 days 11:55:13,11,8,9,2022-08-11,2022
3809,3810,2022-08-11 09:17:57-07:00,0 days 00:00:03,11,8,9,2022-08-11,2022
3808,3809,2022-08-11 09:18:08-07:00,0 days 00:00:11,11,8,9,2022-08-11,2022
3807,3808,2022-08-11 10:47:22-07:00,0 days 01:29:14,11,8,10,2022-08-11,2022
3806,3807,2022-08-11 10:47:29-07:00,0 days 00:00:07,11,8,10,2022-08-11,2022
3805,3806,2022-08-11 10:53:06-07:00,0 days 00:05:37,11,8,10,2022-08-11,2022
3804,3805,2022-08-13 00:06:17-07:00,1 days 13:13:11,13,8,0,2022-08-13,2022
3803,3804,2022-08-13 00:06:23-07:00,0 days 00:00:06,13,8,0,2022-08-13,2022
3802,3803,2022-08-13 00:33:16-07:00,0 days 00:26:53,13,8,0,2022-08-13,2022
3801,3802,2022-08-13 02:00:11-07:00,0 days 01:26:55,13,8,2,2022-08-13,2022
3800,3801,2022-08-14 11:05:12-07:00,1 days 09:05:01,14,8,11,2022-08-14,2022
3799,3800,2022-08-15 09:16:29-07:00,0 days 22:11:17,15,8,9,2022-08-15,2022
3798,3799,2022-08-15 09:16:49-07:00,0 days 00:00:20,15,8,9,2022-08-15,2022
3797,3798,2022-08-18 11:19:11-07:00,3 days 02:02:22,18,8,11,2022-08-18,2022
3796,3797,2022-08-18 11:19:15-07:00,0 days 00:00:04,18,8,11,2022-08-18,2022
3795,3796,2022-08-18 11:19:22-07:00,0 days 00:00:07,18,8,11,2022-08-18,2022
3794,3795,2022-08-18 11:20:38-07:00,0 days 00:01:16,18,8,11,2022-08-18,2022
3793,3794,2022-08-18 11:20:56-07:00,0 days 00:00:18,18,8,11,2022-08-18,2022
3792,3793,2022-08-18 11:22:12-07:00,0 days 00:01:16,18,8,11,2022-08-18,2022
3791,3792,2022-08-22 10:49:34-07:00,3 days 23:27:22,22,8,10,2022-08-22,2022
3790,3791,2022-08-22 10:50:03-07:00,0 days 00:00:29,22,8,10,2022-08-22,2022
3789,3790,2022-08-22 11:00:20-07:00,0 days 00:10:17,22,8,11,2022-08-22,2022
3788,3789,2022-08-25 10:50:17-07:00,2 days 23:49:57,25,8,10,2022-08-25,2022
3787,3788,2022-08-27 06:46:01-07:00,1 days 19:55:44,27,8,6,2022-08-27,2022
3786,3787,2022-08-27 06:46:16-07:00,0 days 00:00:15,27,8,6,2022-08-27,2022
3785,3786,2022-10-01 06:26:45-07:00,34 days 23:40:29,1,10,6,2022-10-01,2022
3784,3785,2022-10-01 06:34:12-07:00,0 days 00:07:27,1,10,6,2022-10-01,2022
3783,3784,2022-10-01 08:04:42-07:00,0 days 01:30:30,1,10,8,2022-10-01,2022
3782,3783,2022-10-01 08:05:18-07:00,0 days 00:00:36,1,10,8,2022-10-01,2022
3781,3782,2022-10-01 12:31:42-07:00,0 days 04:26:24,1,10,12,2022-10-01,2022
3780,3781,2022-10-04 19:38:37-07:00,3 days 07:06:55,4,10,19,2022-10-04,2022
3779,3780,2022-10-04 19:49:22-07:00,0 days 00:10:45,4,10,19,2022-10-04,2022
3778,3779,2022-10-04 19:50:28-07:00,0 days 00:01:06,4,10,19,2022-10-04,2022
3777,3778,2022-10-04 20:53:46-07:00,0 days 01:03:18,4,10,20,2022-10-04,2022
3776,3777,2022-10-04 20:54:34-07:00,0 days 00:00:48,4,10,20,2022-10-04,2022
3775,3776,2022-10-04 20:55:14-07:00,0 days 00:00:40,4,10,20,2022-10-04,2022
3774,3775,2022-10-04 23:12:29-07:00,0 days 02:17:15,4,10,23,2022-10-04,2022
3773,3774,2022-10-04 23:12:52-07:00,0 days 00:00:23,4,10,23,2022-10-04,2022
3772,3773,2022-10-04 23:13:24-07:00,0 days 00:00:32,4,10,23,2022-10-04,2022
3771,3772,2022-10-06 06:54:10-07:00,1 days 07:40:46,6,10,6,2022-10-06,2022
3770,3771,2022-10-06 06:54:38-07:00,0 days 00:00:28,6,10,6,2022-10-06,2022
3769,3770,2022-10-06 06:55:42-07:00,0 days 00:01:04,6,10,6,2022-10-06,2022
3768,3769,2022-10-13 23:41:10-07:00,7 days 16:45:28,13,10,23,2022-10-13,2022
3767,3768,2022-10-13 23:41:13-07:00,0 days 00:00:03,13,10,23,2022-10-13,2022
3766,3767,2022-10-15 08:10:44-07:00,1 days 08:29:31,15,10,8,2022-10-15,2022
3765,3766,2022-10-15 08:11:12-07:00,0 days 00:00:28,15,10,8,2022-10-15,2022
3764,3765,2022-10-15 08:11:23-07:00,0 days 00:00:11,15,10,8,2022-10-15,2022
3763,3764,2022-10-16 08:16:59-07:00,1 days 00:05:36,16,10,8,2022-10-16,2022
3762,3763,2022-10-17 04:25:33-07:00,0 days 20:08:34,17,10,4,2022-10-17,2022
3761,3762,2022-10-17 08:40:34-07:00,0 days 04:15:01,17,10,8,2022-10-17,2022
3760,3761,2022-10-17 23:34:16-07:00,0 days 14:53:42,17,10,23,2022-10-17,2022
3759,3760,2022-10-17 23:34:48-07:00,0 days 00:00:32,17,10,23,2022-10-17,2022
3758,3759,2022-10-17 23:40:17-07:00,0 days 00:05:29,17,10,23,2022-10-17,2022
3757,3758,2022-10-19 01:37:42-07:00,1 days 01:57:25,19,10,1,2022-10-19,2022
3756,3757,2022-10-19 01:37:45-07:00,0 days 00:00:03,19,10,1,2022-10-19,2022
3755,3756,2022-10-19 21:06:25-07:00,0 days 19:28:40,19,10,21,2022-10-19,2022
3754,3755,2022-10-19 23:41:42-07:00,0 days 02:35:17,19,10,23,2022-10-19,2022
3753,3754,2022-10-20 00:43:40-07:00,0 days 01:01:58,20,10,0,2022-10-20,2022
3752,3753,2022-10-21 05:12:50-07:00,1 days 04:29:10,21,10,5,2022-10-21,2022
3751,3752,2022-10-21 05:13:11-07:00,0 days 00:00:21,21,10,5,2022-10-21,2022
3750,3751,2022-10-21 05:51:42-07:00,0 days 00:38:31,21,10,5,2022-10-21,2022
3749,3750,2022-10-23 01:06:08-07:00,1 days 19:14:26,23,10,1,2022-10-23,2022
3748,3749,2022-10-23 03:12:08-07:00,0 days 02:06:00,23,10,3,2022-10-23,2022
3747,3748,2022-10-23 03:12:28-07:00,0 days 00:00:20,23,10,3,2022-10-23,2022
3746,3747,2022-10-23 03:45:18-07:00,0 days 00:32:50,23,10,3,2022-10-23,2022
3745,3746,2022-10-23 03:45:25-07:00,0 days 00:00:07,23,10,3,2022-10-23,2022
3744,3745,2022-10-23 06:42:07-07:00,0 days 02:56:42,23,10,6,2022-10-23,2022
3743,3744,2022-10-26 09:25:03-07:00,3 days 02:42:56,26,10,9,2022-10-26,2022
3742,3743,2022-10-26 09:25:14-07:00,0 days 00:00:11,26,10,9,2022-10-26,2022
3741,3742,2022-10-27 06:16:05-07:00,0 days 20:50:51,27,10,6,2022-10-27,2022
3740,3741,2022-10-28 00:01:42-07:00,0 days 17:45:37,28,10,0,2022-10-28,2022
3739,3740,2022-10-28 00:02:34-07:00,0 days 00:00:52,28,10,0,2022-10-28,2022
3738,3739,2022-10-28 08:15:45-07:00,0 days 08:13:11,28,10,8,2022-10-28,2022
3737,3738,2022-10-28 08:15:57-07:00,0 days 00:00:12,28,10,8,2022-10-28,2022
3736,3737,2022-10-28 08:19:23-07:00,0 days 00:03:26,28,10,8,2022-10-28,2022
3735,3736,2022-10-28 08:19:26-07:00,0 days 00:00:03,28,10,8,2022-10-28,2022
3734,3735,2022-10-28 08:19:48-07:00,0 days 00:00:22,28,10,8,2022-10-28,2022
3733,3734,2022-10-29 07:04:38-07:00,0 days 22:44:50,29,10,7,2022-10-29,2022
3732,3733,2022-10-29 07:07:48-07:00,0 days 00:03:10,29,10,7,2022-10-29,2022
3731,3732,2022-10-31 11:02:59-07:00,2 days 03:55:11,31,10,11,2022-10-31,2022
3730,3731,2022-10-31 11:09:24-07:00,0 days 00:06:25,31,10,11,2022-10-31,2022
3729,3730,2022-10-31 11:14:40-07:00,0 days 00:05:16,31,10,11,2022-10-31,2022
3728,3729,2022-11-01 12:15:38-07:00,1 days 01:00:58,1,11,12,2022-11-01,2022
3727,3728,2022-11-01 12:15:44-07:00,0 days 00:00:06,1,11,12,2022-11-01,2022
3726,3727,2022-11-01 12:19:42-07:00,0 days 00:03:58,1,11,12,2022-11-01,2022
3725,3726,2022-11-01 20:42:30-07:00,0 days 08:22:48,1,11,20,2022-11-01,2022
3724,3725,2022-11-02 20:07:49-07:00,0 days 23:25:19,2,11,20,2022-11-02,2022
3723,3724,2022-11-02 20:19:48-07:00,0 days 00:11:59,2,11,20,2022-11-02,2022
3722,3723,2022-11-02 20:23:41-07:00,0 days 00:03:53,2,11,20,2022-11-02,2022
3721,3722,2022-11-02 20:25:28-07:00,0 days 00:01:47,2,11,20,2022-11-02,2022
3720,3721,2022-11-02 20:28:59-07:00,0 days 00:03:31,2,11,20,2022-11-02,2022
3719,3720,2022-11-02 20:29:22-07:00,0 days 00:00:23,2,11,20,2022-11-02,2022
3718,3719,2022-11-03 21:18:05-07:00,1 days 00:48:43,3,11,21,2022-11-03,2022
3717,3718,2022-11-03 21:31:29-07:00,0 days 00:13:24,3,11,21,2022-11-03,2022
3716,3717,2022-11-03 21:36:38-07:00,0 days 00:05:09,3,11,21,2022-11-03,2022
3715,3716,2022-11-03 21:37:34-07:00,0 days 00:00:56,3,11,21,2022-11-03,2022
3714,3715,2022-11-03 21:45:58-07:00,0 days 00:08:24,3,11,21,2022-11-03,2022
3713,3714,2022-11-03 21:46:42-07:00,0 days 00:00:44,3,11,21,2022-11-03,2022
3712,3713,2022-11-03 21:51:49-07:00,0 days 00:05:07,3,11,21,2022-11-03,2022
3711,3712,2022-11-03 21:55:43-07:00,0 days 00:03:54,3,11,21,2022-11-03,2022
3710,3711,2022-11-04 01:42:43-07:00,0 days 03:47:00,4,11,1,2022-11-04,2022
3709,3710,2022-11-04 01:42:59-07:00,0 days 00:00:16,4,11,1,2022-11-04,2022
3708,3709,2022-11-04 01:43:11-07:00,0 days 00:00:12,4,11,1,2022-11-04,2022
3707,3708,2022-11-04 01:44:08-07:00,0 days 00:00:57,4,11,1,2022-11-04,2022
3706,3707,2022-11-04 01:51:43-07:00,0 days 00:07:35,4,11,1,2022-11-04,2022
3705,3706,2022-11-04 02:41:18-07:00,0 days 00:49:35,4,11,2,2022-11-04,2022
3704,3705,2022-11-04 02:41:23-07:00,0 days 00:00:05,4,11,2,2022-11-04,2022
3703,3704,2022-11-04 02:42:22-07:00,0 days 00:00:59,4,11,2,2022-11-04,2022
3702,3703,2022-11-04 05:19:22-07:00,0 days 02:37:00,4,11,5,2022-11-04,2022
3701,3702,2022-11-05 07:27:12-07:00,1 days 02:07:50,5,11,7,2022-11-05,2022
3700,3701,2022-11-06 07:04:11-07:00,0 days 23:36:59,6,11,7,2022-11-06,2022
3699,3700,2022-11-07 06:35:11-07:00,0 days 23:31:00,7,11,6,2022-11-07,2022
3698,3699,2022-11-07 11:23:17-07:00,0 days 04:48:06,7,11,11,2022-11-07,2022
3697,3698,2022-11-09 10:34:29-07:00,1 days 23:11:12,9,11,10,2022-11-09,2022
3696,3697,2022-11-10 02:21:36-07:00,0 days 15:47:07,10,11,2,2022-11-10,2022
3695,3696,2022-11-10 02:21:41-07:00,0 days 00:00:05,10,11,2,2022-11-10,2022
3694,3695,2022-11-10 02:27:48-07:00,0 days 00:06:07,10,11,2,2022-11-10,2022
3693,3694,2022-11-10 08:35:02-07:00,0 days 06:07:14,10,11,8,2022-11-10,2022
3692,3693,2022-11-10 08:35:20-07:00,0 days 00:00:18,10,11,8,2022-11-10,2022
3691,3692,2022-11-10 08:38:03-07:00,0 days 00:02:43,10,11,8,2022-11-10,2022
3690,3691,2022-11-10 08:43:08-07:00,0 days 00:05:05,10,11,8,2022-11-10,2022
3689,3690,2022-11-12 14:18:01-07:00,2 days 05:34:53,12,11,14,2022-11-12,2022
3688,3689,2022-11-12 14:18:18-07:00,0 days 00:00:17,12,11,14,2022-11-12,2022
